order_id,code,side,quantity,submit_ts,fill_ts,fill_price,status,phase,ts_event
O000645,000011.SZ,buy,700,2023-04-13,2023-04-14,9.388779399999999,filled,filled,2023-04-14
O000646,000017.SZ,buy,500,2023-04-13,2023-04-14,11.574062499999998,filled,filled,2023-04-14
O000647,000019.SZ,buy,500,2023-04-13,2023-04-14,12.211799599999999,filled,filled,2023-04-14
O000648,000021.SZ,buy,500,2023-04-13,2023-04-14,11.621409799999999,filled,filled,2023-04-14
O000649,000025.SZ,buy,500,2023-04-13,2023-04-14,13.0678548,filled,filled,2023-04-14
O000650,000028.SZ,buy,600,2023-04-13,2023-04-14,9.603894299999999,filled,filled,2023-04-14
O000651,000030.SZ,buy,700,2023-04-13,2023-04-14,9.233424199999998,filled,filled,2023-04-14
O000652,000038.SZ,buy,400,2023-04-13,2023-04-14,14.569554999999998,filled,filled,2023-04-14
O000653,000048.SZ,buy,700,2023-04-13,2023-04-14,8.901592699999998,filled,filled,2023-04-14
O000654,000008.SZ,sell,4200,2023-04-14,,0.0,pending,submitted,2023-04-14
O000655,000026.SZ,sell,5200,2023-04-14,,0.0,pending,submitted,2023-04-14
O000656,000033.SZ,sell,11100,2023-04-14,,0.0,pending,submitted,2023-04-14
O000657,000005.SZ,buy,500,2023-04-14,,0.0,pending,submitted,2023-04-14
O000658,000007.SZ,buy,500,2023-04-14,,0.0,pending,submitted,2023-04-14
O000659,000011.SZ,buy,600,2023-04-14,,0.0,pending,submitted,2023-04-14
O000660,000019.SZ,buy,500,2023-04-14,,0.0,pending,submitted,2023-04-14
O000661,000025.SZ,buy,400,2023-04-14,,0.0,pending,submitted,2023-04-14
O000662,000028.SZ,buy,600,2023-04-14,,0.0,pending,submitted,2023-04-14
O000663,000030.SZ,buy,600,2023-04-14,,0.0,pending,submitted,2023-04-14
O000664,000038.SZ,buy,400,2023-04-14,,0.0,pending,submitted,2023-04-14
O000665,000045.SZ,buy,400,2023-04-14,,0.0,pending,submitted,2023-04-14
O000666,000048.SZ,buy,600,2023-04-14,,0.0,pending,submitted,2023-04-14
O000654,000008.SZ,sell,4200,2023-04-14,2023-04-17,9.888301799999999,filled,filled,2023-04-17
O000655,000026.SZ,sell,5200,2023-04-14,2023-04-17,9.9932967,filled,filled,2023-04-17
O000656,000033.SZ,sell,11100,2023-04-14,2023-04-17,13.1223645,filled,filled,2023-04-17
O000657,000005.SZ,buy,500,2023-04-14,2023-04-17,11.615103499999998,filled,filled,2023-04-17
O000658,000007.SZ,buy,500,2023-04-14,2023-04-17,10.971060099999999,filled,filled,2023-04-17
O000659,000011.SZ,buy,600,2023-04-14,2023-04-17,9.4798704,filled,filled,2023-04-17
O000660,000019.SZ,buy,500,2023-04-14,2023-04-17,12.075063,filled,filled,2023-04-17
O000661,000025.SZ,buy,400,2023-04-14,2023-04-17,13.377364,filled,filled,2023-04-17
O000662,000028.SZ,buy,600,2023-04-14,2023-04-17,9.678368699999998,filled,filled,2023-04-17
O000663,000030.SZ,buy,600,2023-04-14,2023-04-17,9.1345254,filled,filled,2023-04-17
O000664,000038.SZ,buy,400,2023-04-14,2023-04-17,14.664649999999998,filled,filled,2023-04-17
O000665,000045.SZ,buy,400,2023-04-14,2023-04-17,12.2344222,filled,filled,2023-04-17
O000666,000048.SZ,buy,600,2023-04-14,2023-04-17,9.109900799999998,filled,filled,2023-04-17
O000667,000023.SZ,sell,3200,2023-04-17,,0.0,pending,submitted,2023-04-17
O000668,000049.SZ,sell,4500,2023-04-17,,0.0,pending,submitted,2023-04-17
O000669,000004.SZ,buy,2100,2023-04-17,,0.0,pending,submitted,2023-04-17
O000670,000007.SZ,buy,2100,2023-04-17,,0.0,pending,submitted,2023-04-17
O000671,000018.SZ,buy,1800,2023-04-17,,0.0,pending,submitted,2023-04-17
O000672,000025.SZ,buy,1700,2023-04-17,,0.0,pending,submitted,2023-04-17
O000673,000028.SZ,buy,2400,2023-04-17,,0.0,pending,submitted,2023-04-17
O000674,000030.SZ,buy,2500,2023-04-17,,0.0,pending,submitted,2023-04-17
O000675,000031.SZ,buy,2200,2023-04-17,,0.0,pending,submitted,2023-04-17
O000676,000045.SZ,buy,1800,2023-04-17,,0.0,pending,submitted,2023-04-17
O000677,000046.SZ,buy,1800,2023-04-17,,0.0,pending,submitted,2023-04-17
O000678,000048.SZ,buy,2600,2023-04-17,,0.0,pending,submitted,2023-04-17
O000667,000023.SZ,sell,3200,2023-04-17,2023-04-18,9.5019885,filled,filled,2023-04-18
O000668,000049.SZ,sell,4500,2023-04-17,2023-04-18,9.5257647,filled,filled,2023-04-18
O000669,000004.SZ,buy,2100,2023-04-17,2023-04-18,11.113102,filled,filled,2023-04-18
O000670,000007.SZ,buy,2100,2023-04-17,2023-04-18,10.806695899999998,filled,filled,2023-04-18
O000671,000018.SZ,buy,1800,2023-04-17,2023-04-18,12.940928,filled,filled,2023-04-18
O000672,000025.SZ,buy,1700,2023-04-17,2023-04-18,13.191878699999998,filled,filled,2023-04-18
O000673,000028.SZ,buy,2400,2023-04-17,2023-04-18,9.521812299999999,filled,filled,2023-04-18
O000674,000030.SZ,buy,2500,2023-04-17,2023-04-18,9.328819499999998,filled,filled,2023-04-18
O000675,000031.SZ,buy,2200,2023-04-17,2023-04-18,10.5002898,filled,filled,2023-04-18
O000676,000045.SZ,buy,1800,2023-04-17,2023-04-18,12.3717594,filled,filled,2023-04-18
O000677,000046.SZ,buy,1800,2023-04-17,2023-04-18,12.8966838,filled,filled,2023-04-18
O000678,000048.SZ,buy,2600,2023-04-17,2023-04-18,8.9625536,filled,filled,2023-04-18
O000679,000034.SZ,sell,7600,2023-04-18,,0.0,pending,submitted,2023-04-18
O000680,000004.SZ,buy,700,2023-04-18,,0.0,pending,submitted,2023-04-18
O000681,000010.SZ,buy,800,2023-04-18,,0.0,pending,submitted,2023-04-18
O000682,000018.SZ,buy,600,2023-04-18,,0.0,pending,submitted,2023-04-18
O000683,000020.SZ,buy,900,2023-04-18,,0.0,pending,submitted,2023-04-18
O000684,000027.SZ,buy,900,2023-04-18,,0.0,pending,submitted,2023-04-18
O000685,000030.SZ,buy,900,2023-04-18,,0.0,pending,submitted,2023-04-18
O000686,000031.SZ,buy,800,2023-04-18,,0.0,pending,submitted,2023-04-18
O000687,000040.SZ,buy,700,2023-04-18,,0.0,pending,submitted,2023-04-18
O000688,000045.SZ,buy,600,2023-04-18,,0.0,pending,submitted,2023-04-18
O000689,000046.SZ,buy,600,2023-04-18,,0.0,pending,submitted,2023-04-18
O000679,000034.SZ,sell,7600,2023-04-18,2023-04-19,9.435055499999999,filled,filled,2023-04-19
O000680,000004.SZ,buy,700,2023-04-18,2023-04-19,11.4296182,filled,filled,2023-04-19
O000681,000010.SZ,buy,800,2023-04-18,2023-04-19,9.6520424,filled,filled,2023-04-19
O000682,000018.SZ,buy,600,2023-04-18,2023-04-19,12.932219299999998,filled,filled,2023-04-19
O000683,000020.SZ,buy,900,2023-04-18,2023-04-19,8.617609,filled,filled,2023-04-19
O000684,000027.SZ,buy,900,2023-04-18,2023-04-19,9.153444299999999,filled,filled,2023-04-19
O000685,000030.SZ,buy,900,2023-04-18,2023-04-19,9.3840747,filled,filled,2023-04-19
O000686,000031.SZ,buy,800,2023-04-18,2023-04-19,10.377166799999998,filled,filled,2023-04-19
O000687,000040.SZ,buy,700,2023-04-18,2023-04-19,11.538526999999998,filled,filled,2023-04-19
O000688,000045.SZ,buy,600,2023-04-18,2023-04-19,12.763050299999998,filled,filled,2023-04-19
O000689,000046.SZ,buy,600,2023-04-18,2023-04-19,12.9097969,filled,filled,2023-04-19
O000690,000004.SZ,buy,600,2023-04-19,,0.0,pending,submitted,2023-04-19
O000691,000019.SZ,buy,600,2023-04-19,,0.0,pending,submitted,2023-04-19
O000692,000025.SZ,buy,500,2023-04-19,,0.0,pending,submitted,2023-04-19
O000693,000027.SZ,buy,800,2023-04-19,,0.0,pending,submitted,2023-04-19
O000694,000028.SZ,buy,800,2023-04-19,,0.0,pending,submitted,2023-04-19
O000695,000030.SZ,buy,800,2023-04-19,,0.0,pending,submitted,2023-04-19
O000696,000031.SZ,buy,700,2023-04-19,,0.0,pending,submitted,2023-04-19
O000697,000035.SZ,buy,900,2023-04-19,,0.0,pending,submitted,2023-04-19
O000698,000038.SZ,buy,500,2023-04-19,,0.0,pending,submitted,2023-04-19
O000699,000045.SZ,buy,600,2023-04-19,,0.0,pending,submitted,2023-04-19
O000690,000004.SZ,buy,600,2023-04-19,2023-04-20,11.239328099999998,filled,filled,2023-04-20
O000691,000019.SZ,buy,600,2023-04-19,2023-04-20,13.0011882,filled,filled,2023-04-20
O000692,000025.SZ,buy,500,2023-04-19,2023-04-20,13.912598699999998,filled,filled,2023-04-20
O000693,000027.SZ,buy,800,2023-04-19,2023-04-20,9.2589497,filled,filled,2023-04-20
O000694,000028.SZ,buy,800,2023-04-19,2023-04-20,9.530320799999998,filled,filled,2023-04-20
O000695,000030.SZ,buy,800,2023-04-19,2023-04-20,9.72972,filled,filled,2023-04-20
O000696,000031.SZ,buy,700,2023-04-19,2023-04-20,10.3834731,filled,filled,2023-04-20
O000697,000035.SZ,buy,900,2023-04-19,2023-04-20,8.3075993,filled,filled,2023-04-20
O000698,000038.SZ,buy,500,2023-04-19,2023-04-20,15.006891899999998,filled,filled,2023-04-20
O000699,000045.SZ,buy,600,2023-04-19,2023-04-20,12.513300799999998,filled,filled,2023-04-20
O000700,000011.SZ,sell,1300,2023-04-20,,0.0,pending,submitted,2023-04-20
O000701,000017.SZ,sell,500,2023-04-20,,0.0,pending,submitted,2023-04-20
O000700,000011.SZ,sell,1300,2023-04-20,2023-04-21,8.804187,filled,filled,2023-04-21
O000701,000017.SZ,sell,500,2023-04-20,2023-04-21,11.1737151,filled,filled,2023-04-21
O000702,000040.SZ,sell,3800,2023-04-21,,0.0,pending,submitted,2023-04-21
O000703,000004.SZ,buy,200,2023-04-21,,0.0,pending,submitted,2023-04-21
O000704,000008.SZ,buy,200,2023-04-21,,0.0,pending,submitted,2023-04-21
O000705,000009.SZ,buy,200,2023-04-21,,0.0,pending,submitted,2023-04-21
O000706,000019.SZ,buy,100,2023-04-21,,0.0,pending,submitted,2023-04-21
O000707,000027.SZ,buy,200,2023-04-21,,0.0,pending,submitted,2023-04-21
O000708,000030.SZ,buy,200,2023-04-21,,0.0,pending,submitted,2023-04-21
O000709,000033.SZ,buy,100,2023-04-21,,0.0,pending,submitted,2023-04-21
O000710,000036.SZ,buy,100,2023-04-21,,0.0,pending,submitted,2023-04-21
O000711,000039.SZ,buy,200,2023-04-21,,0.0,pending,submitted,2023-04-21
O000712,000046.SZ,buy,100,2023-04-21,,0.0,pending,submitted,2023-04-21
O000702,000040.SZ,sell,3800,2023-04-21,2023-04-24,10.9357533,filled,filled,2023-04-24
O000703,000004.SZ,buy,200,2023-04-21,2023-04-24,11.531419899999998,filled,filled,2023-04-24
O000704,000008.SZ,buy,200,2023-04-21,2023-04-24,10.402191799999999,filled,filled,2023-04-24
O000705,000009.SZ,buy,200,2023-04-21,2023-04-24,10.9397288,filled,filled,2023-04-24
O000706,000019.SZ,buy,100,2023-04-21,2023-04-24,13.179366199999999,filled,filled,2023-04-24
O000707,000027.SZ,buy,200,2023-04-21,2023-04-24,9.2531439,filled,filled,2023-04-24
O000708,000030.SZ,buy,200,2023-04-21,2023-04-24,9.5750655,filled,filled,2023-04-24
O000709,000033.SZ,buy,100,2023-04-21,2023-04-24,13.550436899999998,filled,filled,2023-04-24
O000710,000036.SZ,buy,100,2023-04-21,2023-04-24,13.8896758,filled,filled,2023-04-24
O000711,000039.SZ,buy,200,2023-04-21,2023-04-24,10.990379399999998,filled,filled,2023-04-24
O000712,000046.SZ,buy,100,2023-04-21,2023-04-24,12.9532403,filled,filled,2023-04-24
O000713,000043.SZ,sell,1600,2023-04-24,,0.0,pending,submitted,2023-04-24
O000714,000004.SZ,buy,300,2023-04-24,,0.0,pending,submitted,2023-04-24
O000715,000009.SZ,buy,400,2023-04-24,,0.0,pending,submitted,2023-04-24
O000716,000019.SZ,buy,300,2023-04-24,,0.0,pending,submitted,2023-04-24
O000717,000025.SZ,buy,300,2023-04-24,,0.0,pending,submitted,2023-04-24
O000718,000027.SZ,buy,500,2023-04-24,,0.0,pending,submitted,2023-04-24
O000719,000033.SZ,buy,300,2023-04-24,,0.0,pending,submitted,2023-04-24
O000720,000036.SZ,buy,300,2023-04-24,,0.0,pending,submitted,2023-04-24
O000721,000037.SZ,buy,500,2023-04-24,,0.0,pending,submitted,2023-04-24
O000722,000042.SZ,buy,500,2023-04-24,,0.0,pending,submitted,2023-04-24
O000723,000047.SZ,buy,300,2023-04-24,,0.0,pending,submitted,2023-04-24
O000713,000043.SZ,sell,1600,2023-04-24,2023-04-25,9.924965100000001,filled,filled,2023-04-25
O000714,000004.SZ,buy,300,2023-04-24,2023-04-25,11.6382266,filled,filled,2023-04-25
O000715,000009.SZ,buy,400,2023-04-24,2023-04-25,11.310298999999999,filled,filled,2023-04-25
O000716,000019.SZ,buy,300,2023-04-24,2023-04-25,13.788775,filled,filled,2023-04-25
O000717,000025.SZ,buy,300,2023-04-24,2023-04-25,13.920806899999999,filled,filled,2023-04-25
O000718,000027.SZ,buy,500,2023-04-24,2023-04-25,9.224915699999999,filled,filled,2023-04-25
O000719,000033.SZ,buy,300,2023-04-24,2023-04-25,13.760746999999999,filled,filled,2023-04-25
O000720,000036.SZ,buy,300,2023-04-24,2023-04-25,13.746732999999999,filled,filled,2023-04-25
O000721,000037.SZ,buy,500,2023-04-24,2023-04-25,9.244335099999999,filled,filled,2023-04-25
O000722,000042.SZ,buy,500,2023-04-24,2023-04-25,9.1826735,filled,filled,2023-04-25
O000723,000047.SZ,buy,300,2023-04-24,2023-04-25,11.7058942,filled,filled,2023-04-25
O000724,000018.SZ,sell,2400,2023-04-25,,0.0,pending,submitted,2023-04-25
O000725,000002.SZ,buy,200,2023-04-25,,0.0,pending,submitted,2023-04-25
O000726,000005.SZ,buy,100,2023-04-25,,0.0,pending,submitted,2023-04-25
O000727,000007.SZ,buy,100,2023-04-25,,0.0,pending,submitted,2023-04-25
O000728,000011.SZ,buy,200,2023-04-25,,0.0,pending,submitted,2023-04-25
O000729,000014.SZ,buy,100,2023-04-25,,0.0,pending,submitted,2023-04-25
O000730,000019.SZ,buy,100,2023-04-25,,0.0,pending,submitted,2023-04-25
O000731,000033.SZ,buy,100,2023-04-25,,0.0,pending,submitted,2023-04-25
O000732,000036.SZ,buy,100,2023-04-25,,0.0,pending,submitted,2023-04-25
O000733,000038.SZ,buy,100,2023-04-25,,0.0,pending,submitted,2023-04-25
O000734,000039.SZ,buy,100,2023-04-25,,0.0,pending,submitted,2023-04-25
O000724,000018.SZ,sell,2400,2023-04-25,2023-04-26,12.4773102,filled,filled,2023-04-26
O000725,000002.SZ,buy,200,2023-04-25,2023-04-26,8.163054899999999,filled,filled,2023-04-26
O000726,000005.SZ,buy,100,2023-04-25,2023-04-26,11.996784799999999,filled,filled,2023-04-26
O000727,000007.SZ,buy,100,2023-04-25,2023-04-26,11.149538399999999,filled,filled,2023-04-26
O000728,000011.SZ,buy,200,2023-04-25,2023-04-26,9.248138899999999,filled,filled,2023-04-26
O000729,000014.SZ,buy,100,2023-04-25,2023-04-26,11.474963499999998,filled,filled,2023-04-26
O000730,000019.SZ,buy,100,2023-04-25,2023-04-26,13.780666899999998,filled,filled,2023-04-26
O000731,000033.SZ,buy,100,2023-04-25,2023-04-26,13.743029299999998,filled,filled,2023-04-26
O000732,000036.SZ,buy,100,2023-04-25,2023-04-26,13.8665527,filled,filled,2023-04-26
O000733,000038.SZ,buy,100,2023-04-25,2023-04-26,15.192377199999997,filled,filled,2023-04-26
O000734,000039.SZ,buy,100,2023-04-25,2023-04-26,10.9404295,filled,filled,2023-04-26
O000735,000021.SZ,sell,3600,2023-04-26,,0.0,pending,submitted,2023-04-26
O000736,000027.SZ,sell,2400,2023-04-26,,0.0,pending,submitted,2023-04-26
O000737,000047.SZ,sell,300,2023-04-26,,0.0,pending,submitted,2023-04-26
O000738,000005.SZ,buy,300,2023-04-26,,0.0,pending,submitted,2023-04-26
O000739,000007.SZ,buy,300,2023-04-26,,0.0,pending,submitted,2023-04-26
O000740,000013.SZ,buy,300,2023-04-26,,0.0,pending,submitted,2023-04-26
O000741,000014.SZ,buy,300,2023-04-26,,0.0,pending,submitted,2023-04-26
O000742,000019.SZ,buy,200,2023-04-26,,0.0,pending,submitted,2023-04-26
O000743,000031.SZ,buy,300,2023-04-26,,0.0,pending,submitted,2023-04-26
O000744,000033.SZ,buy,200,2023-04-26,,0.0,pending,submitted,2023-04-26
O000745,000039.SZ,buy,300,2023-04-26,,0.0,pending,submitted,2023-04-26
O000746,000044.SZ,buy,300,2023-04-26,,0.0,pending,submitted,2023-04-26
O000747,000046.SZ,buy,200,2023-04-26,,0.0,pending,submitted,2023-04-26
O000735,000021.SZ,sell,3600,2023-04-26,2023-04-27,11.1874014,filled,filled,2023-04-27
O000736,000027.SZ,sell,2400,2023-04-26,2023-04-27,8.9732178,filled,filled,2023-04-27
O000737,000047.SZ,sell,300,2023-04-26,2023-04-27,11.2613274,filled,filled,2023-04-27
O000738,000005.SZ,buy,300,2023-04-26,2023-04-27,12.0882762,filled,filled,2023-04-27
O000739,000007.SZ,buy,300,2023-04-26,2023-04-27,10.989978999999998,filled,filled,2023-04-27
O000740,000013.SZ,buy,300,2023-04-26,2023-04-27,10.822912099999998,filled,filled,2023-04-27
O000741,000014.SZ,buy,300,2023-04-26,2023-04-27,11.8522404,filled,filled,2023-04-27
O000742,000019.SZ,buy,200,2023-04-26,2023-04-27,13.515301799999998,filled,filled,2023-04-27
O000743,000031.SZ,buy,300,2023-04-26,2023-04-27,10.961951,filled,filled,2023-04-27
O000744,000033.SZ,buy,200,2023-04-26,2023-04-27,13.634721099999998,filled,filled,2023-04-27
O000745,000039.SZ,buy,300,2023-04-26,2023-04-27,11.1763652,filled,filled,2023-04-27
O000746,000044.SZ,buy,300,2023-04-26,2023-04-27,11.351440099999998,filled,filled,2023-04-27
O000747,000046.SZ,buy,200,2023-04-26,2023-04-27,13.052739699999998,filled,filled,2023-04-27
O000748,000008.SZ,sell,200,2023-04-27,,0.0,pending,submitted,2023-04-27
O000749,000028.SZ,sell,5400,2023-04-27,,0.0,pending,submitted,2023-04-27
O000750,000037.SZ,sell,500,2023-04-27,,0.0,pending,submitted,2023-04-27
O000751,000048.SZ,sell,3900,2023-04-27,,0.0,pending,submitted,2023-04-27
O000752,000009.SZ,buy,600,2023-04-27,,0.0,pending,submitted,2023-04-27
O000753,000010.SZ,buy,600,2023-04-27,,0.0,pending,submitted,2023-04-27
O000754,000011.SZ,buy,700,2023-04-27,,0.0,pending,submitted,2023-04-27
O000755,000013.SZ,buy,600,2023-04-27,,0.0,pending,submitted,2023-04-27
O000756,000014.SZ,buy,500,2023-04-27,,0.0,pending,submitted,2023-04-27
O000757,000025.SZ,buy,400,2023-04-27,,0.0,pending,submitted,2023-04-27
O000758,000031.SZ,buy,600,2023-04-27,,0.0,pending,submitted,2023-04-27
O000759,000033.SZ,buy,400,2023-04-27,,0.0,pending,submitted,2023-04-27
O000760,000036.SZ,buy,400,2023-04-27,,0.0,pending,submitted,2023-04-27
O000761,000039.SZ,buy,500,2023-04-27,,0.0,pending,submitted,2023-04-27
O000748,000008.SZ,sell,200,2023-04-27,2023-04-28,10.0345554,filled,filled,2023-04-28
O000749,000028.SZ,sell,5400,2023-04-27,2023-04-28,9.573417000000001,filled,filled,2023-04-28
O000750,000037.SZ,sell,500,2023-04-27,2023-04-28,8.7285627,filled,filled,2023-04-28
O000751,000048.SZ,sell,3900,2023-04-27,2023-04-28,8.519072399999999,filled,filled,2023-04-28
O000752,000009.SZ,buy,600,2023-04-27,2023-04-28,11.051039999999999,filled,filled,2023-04-28
O000753,000010.SZ,buy,600,2023-04-27,2023-04-28,9.783673899999998,filled,filled,2023-04-28
O000754,000011.SZ,buy,700,2023-04-27,2023-04-28,9.455646199999999,filled,filled,2023-04-28
O000755,000013.SZ,buy,600,2023-04-27,2023-04-28,10.661650999999999,filled,filled,2023-04-28
O000756,000014.SZ,buy,500,2023-04-27,2023-04-28,11.8109992,filled,filled,2023-04-28
O000757,000025.SZ,buy,400,2023-04-27,2023-04-28,13.8253115,filled,filled,2023-04-28
O000758,000031.SZ,buy,600,2023-04-27,2023-04-28,11.1178067,filled,filled,2023-04-28
O000759,000033.SZ,buy,400,2023-04-27,2023-04-28,13.9298159,filled,filled,2023-04-28
O000760,000036.SZ,buy,400,2023-04-27,2023-04-28,14.033919899999999,filled,filled,2023-04-28
O000761,000039.SZ,buy,500,2023-04-27,2023-04-28,11.693181499999998,filled,filled,2023-04-28
O000762,000006.SZ,buy,1200,2023-04-28,,0.0,pending,submitted,2023-04-28
O000763,000009.SZ,buy,800,2023-04-28,,0.0,pending,submitted,2023-04-28
O000764,000010.SZ,buy,900,2023-04-28,,0.0,pending,submitted,2023-04-28
O000765,000011.SZ,buy,1000,2023-04-28,,0.0,pending,submitted,2023-04-28
O000766,000015.SZ,buy,900,2023-04-28,,0.0,pending,submitted,2023-04-28
O000767,000019.SZ,buy,600,2023-04-28,,0.0,pending,submitted,2023-04-28
O000768,000031.SZ,buy,800,2023-04-28,,0.0,pending,submitted,2023-04-28
O000769,000039.SZ,buy,800,2023-04-28,,0.0,pending,submitted,2023-04-28
O000770,000045.SZ,buy,700,2023-04-28,,0.0,pending,submitted,2023-04-28
O000771,000050.SZ,buy,900,2023-04-28,,0.0,pending,submitted,2023-04-28
O000762,000006.SZ,buy,1200,2023-04-28,2023-05-01,7.891883999999999,filled,filled,2023-05-01
O000763,000009.SZ,buy,800,2023-04-28,2023-05-01,11.5853738,filled,filled,2023-05-01
O000764,000010.SZ,buy,900,2023-04-28,2023-05-01,9.811801999999998,filled,filled,2023-05-01
O000765,000011.SZ,buy,1000,2023-04-28,2023-05-01,9.3584491,filled,filled,2023-05-01
O000766,000015.SZ,buy,900,2023-04-28,2023-05-01,10.4448344,filled,filled,2023-05-01
O000767,000019.SZ,buy,600,2023-04-28,2023-05-01,13.932618699999997,filled,filled,2023-05-01
O000768,000031.SZ,buy,800,2023-04-28,2023-05-01,10.8819711,filled,filled,2023-05-01
O000769,000039.SZ,buy,800,2023-04-28,2023-05-01,11.712701,filled,filled,2023-05-01
O000770,000045.SZ,buy,700,2023-04-28,2023-05-01,13.0011882,filled,filled,2023-05-01
O000771,000050.SZ,buy,900,2023-04-28,2023-05-01,9.876566699999998,filled,filled,2023-05-01
O000772,000007.SZ,sell,5900,2023-05-01,,0.0,pending,submitted,2023-05-01
O000773,000001.SZ,buy,100,2023-05-01,,0.0,pending,submitted,2023-05-01
O000774,000002.SZ,buy,100,2023-05-01,,0.0,pending,submitted,2023-05-01
O000775,000010.SZ,buy,100,2023-05-01,,0.0,pending,submitted,2023-05-01
O000776,000015.SZ,buy,100,2023-05-01,,0.0,pending,submitted,2023-05-01
O000777,000024.SZ,buy,100,2023-05-01,,0.0,pending,submitted,2023-05-01
O000772,000007.SZ,sell,5900,2023-05-01,2023-05-02,10.638350999999998,filled,filled,2023-05-02
O000773,000001.SZ,buy,100,2023-05-01,2023-05-02,9.9875776,filled,filled,2023-05-02
O000774,000002.SZ,buy,100,2023-05-01,2023-05-02,8.255046799999999,filled,filled,2023-05-02
O000775,000010.SZ,buy,100,2023-05-01,2023-05-02,10.006096099999999,filled,filled,2023-05-02
O000776,000015.SZ,buy,100,2023-05-01,2023-05-02,10.222211999999999,filled,filled,2023-05-02
O000777,000024.SZ,buy,100,2023-05-01,2023-05-02,7.689181499999999,filled,filled,2023-05-02
O000778,000011.SZ,sell,1900,2023-05-02,,0.0,pending,submitted,2023-05-02
O000779,000042.SZ,sell,500,2023-05-02,,0.0,pending,submitted,2023-05-02
O000780,000001.SZ,buy,600,2023-05-02,,0.0,pending,submitted,2023-05-02
O000781,000005.SZ,buy,500,2023-05-02,,0.0,pending,submitted,2023-05-02
O000782,000009.SZ,buy,500,2023-05-02,,0.0,pending,submitted,2023-05-02
O000783,000013.SZ,buy,600,2023-05-02,,0.0,pending,submitted,2023-05-02
O000784,000015.SZ,buy,600,2023-05-02,,0.0,pending,submitted,2023-05-02
O000785,000024.SZ,buy,800,2023-05-02,,0.0,pending,submitted,2023-05-02
O000786,000029.SZ,buy,600,2023-05-02,,0.0,pending,submitted,2023-05-02
O000787,000039.SZ,buy,500,2023-05-02,,0.0,pending,submitted,2023-05-02
O000788,000044.SZ,buy,500,2023-05-02,,0.0,pending,submitted,2023-05-02
O000789,000045.SZ,buy,400,2023-05-02,,0.0,pending,submitted,2023-05-02
O000778,000011.SZ,sell,1900,2023-05-02,2023-05-03,8.9034876,filled,filled,2023-05-03
O000779,000042.SZ,sell,500,2023-05-02,2023-05-03,8.7319593,filled,filled,2023-05-03
O000780,000001.SZ,buy,600,2023-05-02,2023-05-03,10.093383299999998,filled,filled,2023-05-03
O000781,000005.SZ,buy,500,2023-05-02,2023-05-03,12.517004499999999,filled,filled,2023-05-03
O000782,000009.SZ,buy,500,2023-05-02,2023-05-03,11.774262499999997,filled,filled,2023-05-03
O000783,000013.SZ,buy,600,2023-05-02,2023-05-03,10.685374699999999,filled,filled,2023-05-03
O000784,000015.SZ,buy,600,2023-05-02,2023-05-03,10.209799599999998,filled,filled,2023-05-03
O000785,000024.SZ,buy,800,2023-05-02,2023-05-03,7.789081299999999,filled,filled,2023-05-03
O000786,000029.SZ,buy,600,2023-05-02,2023-05-03,9.8556458,filled,filled,2023-05-03
O000787,000039.SZ,buy,500,2023-05-02,2023-05-03,12.003291299999999,filled,filled,2023-05-03
O000788,000044.SZ,buy,500,2023-05-02,2023-05-03,11.706394699999997,filled,filled,2023-05-03
O000789,000045.SZ,buy,400,2023-05-02,2023-05-03,13.409696299999998,filled,filled,2023-05-03
O000790,000014.SZ,sell,900,2023-05-03,,0.0,pending,submitted,2023-05-03
O000791,000001.SZ,buy,200,2023-05-03,,0.0,pending,submitted,2023-05-03
O000792,000002.SZ,buy,300,2023-05-03,,0.0,pending,submitted,2023-05-03
O000793,000009.SZ,buy,200,2023-05-03,,0.0,pending,submitted,2023-05-03
O000794,000015.SZ,buy,200,2023-05-03,,0.0,pending,submitted,2023-05-03
O000795,000021.SZ,buy,200,2023-05-03,,0.0,pending,submitted,2023-05-03
O000796,000024.SZ,buy,300,2023-05-03,,0.0,pending,submitted,2023-05-03
O000797,000033.SZ,buy,200,2023-05-03,,0.0,pending,submitted,2023-05-03
O000798,000038.SZ,buy,100,2023-05-03,,0.0,pending,submitted,2023-05-03
O000799,000039.SZ,buy,200,2023-05-03,,0.0,pending,submitted,2023-05-03
O000800,000047.SZ,buy,200,2023-05-03,,0.0,pending,submitted,2023-05-03
O000790,000014.SZ,sell,900,2023-05-03,2023-05-04,11.1631257,filled,filled,2023-05-04
O000791,000001.SZ,buy,200,2023-05-03,2023-05-04,10.169058899999998,filled,filled,2023-05-04
O000792,000002.SZ,buy,300,2023-05-03,2023-05-04,8.4573489,filled,filled,2023-05-04
O000793,000009.SZ,buy,200,2023-05-03,2023-05-04,11.413101699999999,filled,filled,2023-05-04
O000794,000015.SZ,buy,200,2023-05-03,2023-05-04,10.3936833,filled,filled,2023-05-04
O000795,000021.SZ,buy,200,2023-05-03,2023-05-04,12.115603499999999,filled,filled,2023-05-04
O000796,000024.SZ,buy,300,2023-05-03,2023-05-04,7.902294399999999,filled,filled,2023-05-04
O000797,000033.SZ,buy,200,2023-05-03,2023-05-04,14.460746299999998,filled,filled,2023-05-04
O000798,000038.SZ,buy,100,2023-05-03,2023-05-04,15.929613699999999,filled,filled,2023-05-04
